id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM008005001,Dschang,Dschang,dschang-cm008005001,CM008005001,5.415,10.025
CM008005002,Fokoue,Fokoue,fokoue-cm008005002,CM008005002,5.321,10.107
CM008005003,Fongo-Tongo,Fongo-Tongo,fongo-tongo-cm008005003,CM008005003,5.553,10.009
CM008005004,Nkong-Ni,Nkong-Ni,nkong-ni-cm008005004,CM008005004,5.511,10.126
CM008005005,Penka-Michel,Penka-Michel,penka-michel-cm008005005,CM008005005,5.446,10.252
CM008005006,Santchou,Santchou,santchou-cm008005006,CM008005006,5.302,9.949
