id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM004006001,Bourrha,Bourrha,bourrha-cm004006001,CM004006001,10.25,13.526
CM004006002,Hina,Hina,hina-cm004006002,CM004006002,10.33,13.811
CM004006003,Koza,Koza,koza-cm004006003,CM004006003,10.923,13.882
CM004006004,Mayo-Moskota,Mayo-Moskota,mayo-moskota-cm004006004,CM004006004,11.041,13.877
CM004006005,Mogode,Mogode,mogode-cm004006005,CM004006005,10.545,13.668
CM004006006,Mokolo,Mokolo,mokolo-cm004006006,CM004006006,10.666,13.837
CM004006007,Soulede-Roua,Soulede-Roua,soulede-roua-cm004006007,CM004006007,10.757,13.978
