id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM001005001,Belel,Belel,belel-cm001005001,CM001005001,7.108,14.39
CM001005002,Martap,Martap,martap-cm001005002,CM001005002,7.223,13.174
CM001005003,Mbe,Mbe,mbe-cm001005003,CM001005003,7.772,13.541
CM001005004,Nganha,Nganha,nganha-cm001005004,CM001005004,7.462,13.916
CM001005005,Ngaoundere 1er,Ngaoundere 1er,ngaoundere-1er-cm001005005,CM001005005,7.275,13.547
CM001005006,Ngaoundere 2e,Ngaoundere 2e,ngaoundere-2e-cm001005006,CM001005006,7.348,13.627
CM001005007,Ngaoundere 3e,Ngaoundere 3e,ngaoundere-3e-cm001005007,CM001005007,7.499,13.565
CM001005008,Nyambaka,Nyambaka,nyambaka-cm001005008,CM001005008,6.911,13.796
