id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM005003001,Dibamba,Dibamba,dibamba-cm005003001,CM005003001,4.021,10.055
CM005003002,Dizangue,Dizangue,dizangue-cm005003002,CM005003002,3.818,9.885
CM005003003,Edea 1er,Edea 1er,edea-1er-cm005003003,CM005003003,3.56,10.04
CM005003004,Edea 2e,Edea 2e,edea-2e-cm005003004,CM005003004,3.997,10.322
CM005003005,Massock-Songloulou,Massock-Songloulou,massock-songloulou-cm005003005,CM005003005,4.136,10.631
CM005003006,Mouanko,Mouanko,mouanko-cm005003006,CM005003006,3.584,9.851
CM005003007,Ndom,Ndom,ndom-cm005003007,CM005003007,4.428,10.841
CM005003008,Ngambe,Ngambe,ngambe-cm005003008,CM005003008,4.353,10.6
CM005003009,Ngwei,Ngwei,ngwei-cm005003009,CM005003009,3.797,10.309
CM005003010,Nyanon,Nyanon,nyanon-cm005003010,CM005003010,4.214,10.941
CM005003011,Pouma,Pouma,pouma-cm005003011,CM005003011,3.912,10.553
