id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM003004001,Belabo,Belabo,belabo-cm003004001,CM003004001,5.033,13.395
CM003004002,Bertoua 1er,Bertoua 1er,bertoua-1er-cm003004002,CM003004002,4.528,13.631
CM003004003,Bertoua 2e,Bertoua 2e,bertoua-2e-cm003004003,CM003004003,4.553,13.691
CM003004004,Betare-Oya,Betare-Oya,betare-oya-cm003004004,CM003004004,5.538,13.682
CM003004005,Diang,Diang,diang-cm003004005,CM003004005,4.615,13.37
CM003004006,Garoua-Boulai,Garoua-Boulai,garoua-boulai-cm003004006,CM003004006,5.729,14.438
CM003004007,Mandjou,Mandjou,mandjou-cm003004007,CM003004007,4.827,13.797
CM003004008,Ngoura,Ngoura,ngoura-cm003004008,CM003004008,4.883,14.077
