id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM010001001,Buea,Buea,buea-cm010001001,CM010001001,4.182,9.282
CM010001002,Limbe 1st,Limbe 1st,limbe-1st-cm010001002,CM010001002,4.044,9.248
CM010001003,Limbe 2nd,Limbe 2nd,limbe-2nd-cm010001003,CM010001003,4.035,9.144
CM010001004,Limbe 3rd,Limbe 3rd,limbe-3rd-cm010001004,CM010001004,3.958,9.345
CM010001005,Muyuka,Muyuka,muyuka-cm010001005,CM010001005,4.322,9.333
CM010001006,Tiko,Tiko,tiko-cm010001006,CM010001006,4.086,9.389
CM010001007,West-Coast,West-Coast,west-coast-cm010001007,CM010001007,4.182,9.077
