id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM002002001,Batchenga,Batchenga,batchenga-cm002002001,CM002002001,4.286,11.647
CM002002002,Ebebda,Ebebda,ebebda-cm002002002,CM002002002,4.406,11.351
CM002002003,Elig-Mfomo,Elig-Mfomo,elig-mfomo-cm002002003,CM002002003,4.169,11.339
CM002002004,Evodoula,Evodoula,evodoula-cm002002004,CM002002004,4.127,11.232
CM002002005,Lobo,Lobo,lobo-cm002002005,CM002002005,3.902,11.25
CM002002006,Monatele,Monatele,monatele-cm002002006,CM002002006,4.26,11.261
CM002002007,Obala,Obala,obala-cm002002007,CM002002007,4.117,11.494
CM002002008,Okola,Okola,okola-cm002002008,CM002002008,3.995,11.404
CM002002009,Saa,Saa,saa-cm002002009,CM002002009,4.358,11.51
