id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM009003001,Akom 2,Akom 2,akom-2-cm009003001,CM009003001,2.829,10.469
CM009003002,Bipindi,Bipindi,bipindi-cm009003002,CM009003002,3.194,10.416
CM009003003,Campo,Campo,campo-cm009003003,CM009003003,2.425,10.1
CM009003004,Kribi 1er,Kribi 1er,kribi-1er-cm009003004,CM009003004,2.801,9.907
CM009003005,Kribi 2e,Kribi 2e,kribi-2e-cm009003005,CM009003005,3.014,9.976
CM009003006,Lokoundje,Lokoundje,lokoundje-cm009003006,CM009003006,3.115,10.122
CM009003007,Lolodorf,Lolodorf,lolodorf-cm009003007,CM009003007,3.273,10.713
CM009003008,Mvengue,Mvengue,mvengue-cm009003008,CM009003008,3.276,10.977
CM009003009,Niete,Niete,niete-cm009003009,CM009003009,2.749,10.129
