id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM002001001,Bibey,Bibey,bibey-cm002001001,CM002001001,5.093,12.887
CM002001002,Lembe Yezoum,Lembe Yezoum,lembe-yezoum-cm002001002,CM002001002,4.211,12.249
CM002001003,Mbandjock,Mbandjock,mbandjock-cm002001003,CM002001003,4.451,11.859
CM002001004,Minta,Minta,minta-cm002001004,CM002001004,4.641,12.967
CM002001005,Nanga-Eboko,Nanga-Eboko,nanga-eboko-cm002001005,CM002001005,4.786,12.378
CM002001006,Nkoteng,Nkoteng,nkoteng-cm002001006,CM002001006,4.493,12.141
CM002001007,Nsem,Nsem,nsem-cm002001007,CM002001007,4.903,12.919
