id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM008002001,Bafang,Bafang,bafang-cm008002001,CM008002001,5.114,10.183
CM008002002,Bakou,Bakou,bakou-cm008002002,CM008002002,5.003,10.132
CM008002003,Bana,Bana,bana-cm008002003,CM008002003,5.121,10.307
CM008002004,Bandja,Bandja,bandja-cm008002004,CM008002004,5.271,10.181
CM008002005,Banka,Banka,banka-cm008002005,CM008002005,5.197,10.202
CM008002006,Banwa,Banwa,banwa-cm008002006,CM008002006,5.085,10.062
CM008002007,Kekem,Kekem,kekem-cm008002007,CM008002007,5.178,10.074
