id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM009002001,Biwong-Bane,Biwong-Bane,biwong-bane-cm009002001,CM009002001,3.094,11.097
CM009002002,Biwong-Bulu,Biwong-Bulu,biwong-bulu-cm009002002,CM009002002,2.79,11.516
CM009002003,Ebolowa 1er,Ebolowa 1er,ebolowa-1er-cm009002003,CM009002003,2.924,10.923
CM009002004,Ebolowa 2e,Ebolowa 2e,ebolowa-2e-cm009002004,CM009002004,2.701,11.279
CM009002005,Efoulan,Efoulan,efoulan-cm009002005,CM009002005,3.075,10.78
CM009002006,Mengong,Mengong,mengong-cm009002006,CM009002006,2.939,11.43
CM009002007,Mvangane,Mvangane,mvangane-cm009002007,CM009002007,2.535,11.962
CM009002008,Ngoulemakong,Ngoulemakong,ngoulemakong-cm009002008,CM009002008,3.084,11.463
