id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CM003003001,Batouri,Batouri,batouri-cm003003001,CM003003001,4.49,14.409
CM003003002,Bombe,Bombe,bombe-cm003003002,CM003003002,4.286,14.942
CM003003003,Kette,Kette,kette-cm003003003,CM003003003,4.766,14.483
CM003003004,Mbang,Mbang,mbang-cm003003004,CM003003004,3.989,14.127
CM003003005,Mbotoro,Mbotoro,mbotoro-cm003003005,CM003003005,5.117,14.595
CM003003006,Ndelele,Ndelele,ndelele-cm003003006,CM003003006,4.008,14.81
CM003003007,Ndem Nam,Ndem Nam,ndem-nam-cm003003007,CM003003007,4.136,13.695
