id,name.local,name.en,name.slug,code.id,children_count.subdivision,geo.lat,geo.lon
CM009001,Dja-et-Lobo,Dja-et-Lobo,dja-et-lobo-cm009001,CM009001,8,2.925,12.242
CM009002,Mvila,Mvila,mvila-cm009002,CM009002,8,2.732,11.437
CM009003,Océan,Océan,ocan-cm009003,CM009003,9,2.875,10.284
CM009004,Vallée-du-Ntem,Vallée-du-Ntem,valle-du-ntem-cm009004,CM009004,4,2.482,10.97
